,company,job_title,location,salary,summary,est_salary
161,Nine Entertainment,Research & Insights Analyst,Sydney NSW,0,"In addition, we have a long-running strategic relationship with Microsoft, selling their suite of advertising products while leveraging their world-leading...",80000
162,Embedded Search & Selection,Data Scientist,Brisbane Central Business District QLD,0,"Data analytics and modelling experience. Our client, an expanding startup within the machine learning domain, and are looking for a Data Scientist to start on...",80000
163,WSP,Botanists,Victoria,0,"You will be part of a national team which includes botanists, zoologists, environmental planners, environmental scientists, stakeholder engagement specialists,...",80000
164,Fortune Select,Data Analyst,Melbourne VIC,0,"Proven working experience as a Data Analyst – Expert in data models, data mining and segmentation techniques – Experience in data management or analysis and...",80000
165,IBM,IBM Research Scientist – Distributed Ledger Technologies (DL...,Melbourne VIC,0,"IBM Research Scientist – Distributed Ledger Technologies (DLT). Expertise in one or more programming languages, and a strong background in data structures and...",80000
166,SNC-Lavalin,Environmental Scientist,Melbourne VIC,0,"Strong report writing skills, including ability to evaluate and interpret data, draw conclusions and provide practical recommendations....",80000
167,Zone IT Solutions,Data Scientist,Adelaide SA,0,We are looking for a Data Scientist for a long term contract in Adelaide. Experience as a Data Scientist/Data Miner....,80000
168,Freelancer.com,Product Manager,Sydney NSW,"$85,000 - $130,000 a year","Product managers run a team of engineers, data scientists, growth hackers, graphic designers (and other roles)....",80000
169,Full Circle Partners,Data Scientist,Perth WA,0,"We are looking for a Data Scientist to join this rapidly expanding team here in Perth CBD. You will be utilising your creative problem solving, inquisitive...",80000
170,Greythorn Australia Old,Data Scientist - Ecommerce,Sydney NSW,$900 a day,My Client is recruiting for an experienced Data Engineer / Data Scientist. To manipulate data and draw insights from large data sets....,80000
171,"Agilent Technologies, Inc.","Field Application Scientist, Genomics Software",Melbourne VIC,0,Familiarity with working with next-generation sequencing data analysis tools and analysis / bio-informatics pipelines;...,80000
172,Marshall McAdam,Data Scientist,Melbourne VIC,0,As a Data Scientist you will be responsible for enabling advanced analytics capability across all the business....,80000
173,Experis,Data Scientist,Adelaide SA,0,"Push the frontiers of data analytics, exploring cutting-edge machine learning and data science techniques in relation to business problems and opportunities....",80000
174,Hudson,Data Scientist,Melbourne VIC,"$115,000 - $135,000 a year","Opportunity to continue to you growth as a data scientist. You will have previous experience in a data science position focusing on the three pillars,...",80000
175,Credit Suisse,"Research Analyst, Banks - Sydney (ANL/ASO)",Sydney NSW,0,"You will be regularly reviewing business/trade publications, annual reports, financial filings and other sources to gather/synthesize/interpret data on...",80000
176,FourQuarters,Data Scientist,Melbourne VIC,0,Data Scientist | Melbourne CBD | Permanent. The client is a leading company based in Melbourne's CBD and they are looking for a Data Scientist to join their...,80000
177,Greythorn Australia,Data Scientist - Ecommerce,Sydney NSW,$900 a day,My Client is recruiting for an experienced Data Engineer / Data Scientist. To manipulate data and draw insights from large data sets....,80000
178,Borderless Talent,Data Scientist - Ecommerce,Sydney NSW,$900 a day,My Client is recruiting for an experienced Data Engineer / Data Scientist. To manipulate data and draw insights from large data sets....,80000
179,Charterhouse,Analytics Lead / Data Scientist,New South Wales,$530 a day,"Analytics Lead / Data Scientist required for leading tech business based in Sydney CBD. Ideal candidates would be mathematically gifted, business savvy...",80000
180,Akuna Capital,Junior Quantitative Researcher - Machine Learning,Sydney NSW,0,"Akuna Capital is a young and booming trading firm with a strong focus on collaboration, cutting-edge technology, data driven solutions and automation....",80000
181,CSIRO,Solutions Engineer (Life Sciences),Sydney NSW,"$80,000 - $91,000 a year",Collaborating with scientists todesign and implement innovative cloud architecture to carry out impactful research and cater for the challenges in the health...,80000
182,Star of the Sea College,Head of Data Analysis,Brighton VIC,0,Head of Data Analysis - Ongoing Position commencing Term 1 2019. Ms Mary O'Connor....,80000
183,Capgemini Australia,I&D - Data Scientist - Senior Consultant - Adelaide,Adelaide SA,0,Proven experience as a Data Scientist. We are looking for a Data Scientist to analyse large amounts of raw information to find patterns and build data products...,80000
184,Golder Associates,Environmental Engineer/Scientist,West Perth WA,0,"Assisting and completing data management, interpretation and reporting for phased environmental site assessment programs....",80000
185,BHP,Data Analysis & Analytics Manager,Queensland,0,"You will lead a team of data analyst, data scientist, data visualisation and systems dynamics and simulation team....",80000
186,Ericsson,OSS Engineer | Fixed Wireless and Satellite,North Ryde NSW,0,"Storage and Backup – HP 3PAR, EMC, HP Data Protector, Symantec NetBackup. Ericsson engineers, researchers and scientists around the world are working on what’s...",80000
187,Atlassian,"Senior Software Engineer, Data",Sydney NSW,0,You will work with data science and data engineering to craft solutions that learn and adapt to change. You will partner with Data Scientists and product...,80000
188,Correlate Resources,Lead Data Scientist (Retail Loyalty Marketing),Sydney NSW,"$190,000 a year","Managing, manipulating and automating production of complex data sets in a true big data environment leveraging skills in Hadoop, Spark, Scala, R, Python and...",80000
189,General Assembly,Instructor Lead - Data Science Immersive (Full-time),Sydney NSW,0,"You are eager to shape the skills, minds, and trajectories of the newest generation of data scientists. Deepen your own skills by guiding students through a...",80000
190,inDmand,"Senior Data Scientist with fluent coding skills, Sydney c$15...",Sydney NSW,"$150,000 a year","Working with other Data Scientists, specialist 3rd party teams & key stakeholders, your core role will involve the design, development, testing and deployment...",80000
191,Akuna Capital,"Quantitative Developer- Data Analysis, Cryptocurrencies",Sydney NSW,0,Being a Quantitative Developer with the Data team at Akuna Capital is a high impact position helping drive our data driven organization forward....,80000
192,Akuna Capital,Quantitative Developer- Data Analysis,Sydney NSW,0,Being a Quantitative Developer with the Data team at Akuna Capital is a high impact position helping drive our data driven organization forward....,80000
193,Macquarie Group Limited,Equity Research Analyst - Banks/Financials,Sydney NSW,0,"Bringing a strong interest in Equity Markets, you will be hoping to become an integral member of our Financials team. You’ll support senior analysts in...",80000
194,First People Recruitment Solutions,Data Experts,Canberra ACT,0,"Data scientist capabilities – that is, the ability to deliver advice and outputs operating at the interface between data analysis, data mining and efficient...",80000
195,Salt Recruitment,"Data Engineer Sydney, Australia",Sydney NSW,"$75,000 - $150,000 a year","As a Data Engineer, you will be working directly with clients and project teams as well as working hand in hand with the business, software engineers and data...",80000
196,Xpand Group,Senior Data Scientist,Melbourne VIC,0,"Senior Data Scientist/Data Engineer. Experience with data visualisation tools, such as Tableau. This role exists to support the Customer Data and Analytics’...",80000
197,University of Southern Queensland,Senior Software Developer,Australia,"$98,817 - $109,269 a year","C#, C++ HTML/XHTML, PHP, XML, CSS, Javascript, AJAX, R and Python), data storage environments (e.g. Reporting to the Senior Scientist (Integrated Climate and...",80000
